Time,Voltage(CH1),Voltage(CH2)
3.37952e-05,-2.52,0.024
3.3796e-05,-2.52,0.024
3.37968e-05,-2.56,0.024
3.37976e-05,-2.56,0.024
3.37984e-05,-2.56,0.024
3.37992e-05,-2.56,0.024
3.38e-05,-2.56,0.028
3.3800800000000003e-05,-2.56,0.028
3.38016e-05,-2.56,0.024
3.38024e-05,-2.56,0.024
3.38032e-05,-2.56,0.024
3.3804000000000004e-05,-2.56,0.024
3.38048e-05,-2.56,0.024
3.38056e-05,-2.6,0.024
3.38064e-05,-2.56,0.028
3.3807200000000004e-05,-2.6,0.024
3.3808e-05,-2.64,0.02
3.38088e-05,-2.56,0.024
3.38096e-05,-2.56,0.024
3.3810400000000004e-05,-2.6,0.028
3.38112e-05,-2.6,0.024
3.3812e-05,-2.6,0.024
3.38128e-05,-2.6,0.024
3.3813600000000004e-05,-2.6,0.028
3.38144e-05,-2.6,0.028
3.38152e-05,-2.64,0.024
3.3816e-05,-2.68,0.024
3.3816800000000005e-05,-2.6,0.024
3.38176e-05,-2.68,0.024
3.38184e-05,-2.64,0.032
3.38192e-05,-2.6,0.024
3.382e-05,-2.64,0.028
3.38208e-05,-2.6,0.028
3.38216e-05,-2.68,0.024
3.38224e-05,-2.6,0.02
3.38232e-05,-2.6,0.028
3.3824e-05,-2.6,0.024
3.38248e-05,-2.68,0.032
3.3825600000000004e-05,-2.64,0.02
3.38264e-05,-2.64,0.028
3.38272e-05,-2.64,0.028
3.3828e-05,-2.68,0.028
3.3828800000000004e-05,-2.64,0.024
3.38296e-05,-2.64,0.028
3.38304e-05,-2.64,0.028
3.38312e-05,-2.68,0.028
3.3832000000000004e-05,-2.68,0.028
3.38328e-05,-2.68,0.028
3.38336e-05,-2.68,0.028
3.38344e-05,-2.64,0.028
3.3835200000000004e-05,-2.68,0.028
3.3836e-05,-2.72,0.028
3.38368e-05,-2.72,0.024
3.38376e-05,-2.72,0.028
3.3838400000000005e-05,-2.68,0.032
3.38392e-05,-2.72,0.028
3.384e-05,-2.7600000000000002,0.024
3.38408e-05,-2.72,0.024
3.38416e-05,-2.72,0.032
3.38424e-05,-2.72,0.028
3.38432e-05,-2.68,0.028
3.3844e-05,-2.72,0.024
3.38448e-05,-2.72,0.024
3.38456e-05,-2.7600000000000002,0.028
3.38464e-05,-2.7600000000000002,0.024
3.3847200000000003e-05,-2.7600000000000002,0.032
3.3848e-05,-2.7600000000000002,0.024
3.38488e-05,-2.7600000000000002,0.028
3.38496e-05,-2.7600000000000002,0.028
3.3850400000000004e-05,-2.72,0.028
3.38512e-05,-2.8000000000000003,0.028
3.3852e-05,-2.72,0.028
3.38528e-05,-2.7600000000000002,0.024
3.3853600000000004e-05,-2.7600000000000002,0.028
3.38544e-05,-2.7600000000000002,0.032
3.38552e-05,-2.7600000000000002,0.024
3.3856e-05,-2.7600000000000002,0.028
3.3856800000000004e-05,-2.8000000000000003,0.028
3.38576e-05,-2.8000000000000003,0.032
3.38584e-05,-2.7600000000000002,0.024
3.38592e-05,-2.8000000000000003,0.028
3.3860000000000004e-05,-2.84,0.028
3.38608e-05,-2.84,0.028
3.38616e-05,-2.7600000000000002,0.028
3.38624e-05,-2.8000000000000003,0.032
3.38632e-05,-2.8000000000000003,0.032
3.3864e-05,-2.8000000000000003,0.032
3.38648e-05,-2.8000000000000003,0.032
3.38656e-05,-2.8000000000000003,0.032
3.38664e-05,-2.8000000000000003,0.04
3.38672e-05,-2.84,0.036000000000000004
3.3868e-05,-2.8000000000000003,0.036000000000000004
3.3868800000000003e-05,-2.88,0.036000000000000004
3.38696e-05,-2.88,0.036000000000000004
3.38704e-05,-2.84,0.04
3.38712e-05,-2.88,0.04
3.3872000000000004e-05,-2.88,0.036000000000000004
3.38728e-05,-2.88,0.036000000000000004
3.38736e-05,-2.84,0.04
3.38744e-05,-2.84,0.036000000000000004
3.3875200000000004e-05,-2.88,0.04
3.3876e-05,-2.92,0.04
3.38768e-05,-2.96,0.04
3.38776e-05,-2.88,0.036000000000000004
3.3878400000000004e-05,-2.88,0.036000000000000004
3.38792e-05,-2.88,0.036000000000000004
3.388e-05,-2.88,0.036000000000000004
3.38808e-05,-2.88,0.04
3.3881600000000004e-05,-2.88,0.04
3.38824e-05,-2.88,0.036000000000000004
3.38832e-05,-2.92,0.032
3.3884e-05,-2.88,0.036000000000000004
3.38848e-05,-2.92,0.036000000000000004
3.38856e-05,-2.92,0.036000000000000004
3.38864e-05,-2.92,0.04
3.38872e-05,-2.92,0.032
3.3888e-05,-2.92,0.032
3.38888e-05,-2.92,0.032
3.38896e-05,-2.96,0.04
3.38904e-05,-2.92,0.036000000000000004
3.38912e-05,-2.92,0.04
3.3892e-05,-2.92,0.036000000000000004
3.38928e-05,-2.92,0.036000000000000004
3.3893600000000004e-05,-2.92,0.036000000000000004
3.38944e-05,-2.92,0.036000000000000004
3.38952e-05,-2.96,0.036000000000000004
3.3896e-05,-3.0,0.036000000000000004
3.3896800000000004e-05,-2.96,0.036000000000000004
3.38976e-05,-2.92,0.036000000000000004
3.38984e-05,-3.0,0.036000000000000004
3.38992e-05,-2.96,0.04
3.3900000000000004e-05,-2.96,0.036000000000000004
3.39008e-05,-2.96,0.036000000000000004
3.39016e-05,-3.0,0.036000000000000004
3.39024e-05,-3.04,0.036000000000000004
3.3903200000000004e-05,-3.0,0.036000000000000004
3.3904e-05,-2.96,0.04
3.39048e-05,-2.96,0.04
3.39056e-05,-2.96,0.036000000000000004
3.3906400000000005e-05,-3.0,0.032
3.39072e-05,-3.0,0.032
3.3908e-05,-3.04,0.036000000000000004
3.39088e-05,-3.0,0.036000000000000004
3.39096e-05,-3.04,0.036000000000000004
3.39104e-05,-3.04,0.04
3.39112e-05,-3.04,0.032
3.3912e-05,-3.0,0.036000000000000004
3.39128e-05,-3.0,0.04
3.39136e-05,-3.04,0.036000000000000004
3.39144e-05,-3.0,0.04
3.3915200000000004e-05,-3.04,0.032
3.3916e-05,-3.08,0.036000000000000004
3.39168e-05,-3.08,0.04
3.39176e-05,-3.04,0.036000000000000004
3.3918400000000004e-05,-3.04,0.04
3.39192e-05,-3.0,0.04
3.392e-05,-3.08,0.036000000000000004
3.39208e-05,-3.04,0.04
3.3921600000000004e-05,-3.04,0.044
3.39224e-05,-3.08,0.048
3.39232e-05,-3.04,0.044
3.3924e-05,-3.04,0.044
3.3924800000000004e-05,-3.12,0.048
3.39256e-05,-3.08,0.044
3.39264e-05,-3.04,0.052000000000000005
3.39272e-05,-3.08,0.052000000000000005
3.3928000000000004e-05,-3.04,0.052000000000000005
3.39288e-05,-3.08,0.052000000000000005
3.39296e-05,-3.08,0.056
3.39304e-05,-3.08,0.06
3.39312e-05,-3.12,0.06
3.3932e-05,-3.12,0.064
3.39328e-05,-3.08,0.06
3.39336e-05,-3.08,0.06
3.39344e-05,-3.12,0.064
3.39352e-05,-3.12,0.056
3.3936e-05,-3.12,0.056
3.3936800000000003e-05,-3.08,0.056
3.39376e-05,-3.12,0.052000000000000005
3.39384e-05,-3.16,0.056
3.39392e-05,-3.16,0.052000000000000005
3.3940000000000004e-05,-3.16,0.052000000000000005
3.39408e-05,-3.12,0.052000000000000005
3.39416e-05,-3.16,0.044
3.39424e-05,-3.08,0.04
3.3943200000000004e-05,-3.16,0.044
3.3944e-05,-3.12,0.036000000000000004
3.39448e-05,-3.12,0.04
3.39456e-05,-3.16,0.036000000000000004
3.3946400000000004e-05,-3.12,0.036000000000000004
3.39472e-05,-3.16,0.036000000000000004
3.3948e-05,-3.2,0.028
3.39488e-05,-3.16,0.032
3.3949600000000004e-05,-3.2,0.024
3.39504e-05,-3.16,0.032
3.39512e-05,-3.16,0.032
3.3952e-05,-3.2,0.028
3.39528e-05,-3.2,0.028
3.39536e-05,-3.16,0.032
3.39544e-05,-3.24,0.032
3.39552e-05,-3.2,0.028
3.3956e-05,-3.24,0.028
3.39568e-05,-3.2,0.036000000000000004
3.39576e-05,-3.2,0.036000000000000004
3.39584e-05,-3.24,0.036000000000000004
3.39592e-05,-3.24,0.036000000000000004
3.396e-05,-3.24,0.028
3.39608e-05,-3.2,0.036000000000000004
3.3961600000000004e-05,-3.2800000000000002,0.036000000000000004
3.39624e-05,-3.24,0.032
3.39632e-05,-3.2800000000000002,0.032
3.3964e-05,-3.24,0.032
3.3964800000000004e-05,-3.2,0.028
3.39656e-05,-3.2800000000000002,0.028
3.39664e-05,-3.2800000000000002,0.024
3.39672e-05,-3.2800000000000002,0.02
3.3968000000000004e-05,-3.2800000000000002,0.02
3.39688e-05,-3.2800000000000002,0.028
3.39696e-05,-3.24,0.02
3.39704e-05,-3.3200000000000003,0.016
3.3971200000000004e-05,-3.2800000000000002,0.016
3.3972e-05,-3.2800000000000002,0.016
3.39728e-05,-3.2800000000000002,0.012
3.39736e-05,-3.24,0.008
3.3974400000000005e-05,-3.2800000000000002,0.008
3.39752e-05,-3.2800000000000002,0.008
3.3976e-05,-3.2800000000000002,0.008
3.39768e-05,-3.3200000000000003,0.004
3.39776e-05,-3.3200000000000003,0.004
3.39784e-05,-3.3200000000000003,0.008
3.39792e-05,-3.2800000000000002,0.0
3.398e-05,-3.2800000000000002,0.008
3.39808e-05,-3.3200000000000003,0.004
3.39816e-05,-3.2800000000000002,0.008
3.39824e-05,-3.3200000000000003,0.008
3.3983200000000004e-05,-3.36,0.008
3.3984e-05,-3.36,0.008
3.39848e-05,-3.3200000000000003,0.008
3.39856e-05,-3.36,0.012
3.3986400000000004e-05,-3.3200000000000003,0.008
3.39872e-05,-3.3200000000000003,0.008
3.3988e-05,-3.36,0.008
3.39888e-05,-3.4,0.008
3.3989600000000004e-05,-3.36,0.008
3.39904e-05,-3.36,0.012
3.39912e-05,-3.4,0.008
3.3992e-05,-3.4,0.012
3.3992800000000004e-05,-3.4,0.012
3.39936e-05,-3.4,0.012
3.39944e-05,-3.36,0.012
3.39952e-05,-3.4,0.008
3.3996000000000005e-05,-3.4,0.012
3.39968e-05,-3.36,0.016
3.39976e-05,-3.44,0.012
3.39984e-05,-3.4,0.008
3.39992e-05,-3.4,0.008
3.4e-05,-3.36,0.016
3.40008e-05,-3.4,0.016
3.40016e-05,-3.4,0.024
3.40024e-05,-3.44,0.016
3.40032e-05,-3.44,0.02
3.4004e-05,-3.4,0.02
3.4004800000000003e-05,-3.44,0.024
3.40056e-05,-3.44,0.028
3.40064e-05,-3.48,0.024
3.40072e-05,-3.44,0.024
3.4008000000000004e-05,-3.44,0.036000000000000004
3.40088e-05,-3.44,0.032
3.40096e-05,-3.48,0.036000000000000004
3.40104e-05,-3.4,0.032
3.4011200000000004e-05,-3.44,0.036000000000000004
3.4012e-05,-3.44,0.04
3.40128e-05,-3.44,0.044
3.40136e-05,-3.44,0.04
3.4014400000000004e-05,-3.48,0.044
3.40152e-05,-3.48,0.044
3.4016e-05,-3.52,0.048
3.40168e-05,-3.52,0.044
3.4017600000000004e-05,-3.48,0.048
3.40184e-05,-3.48,0.052000000000000005
3.40192e-05,-3.44,0.048
3.402e-05,-3.48,0.048
3.40208e-05,-3.4,0.056
3.40216e-05,-3.44,0.056
3.40224e-05,-3.52,0.056
3.40232e-05,-3.52,0.056
3.4024e-05,-3.52,0.056
3.40248e-05,-3.48,0.06
3.40256e-05,-3.48,0.056
3.4026400000000003e-05,-3.48,0.06
3.40272e-05,-3.52,0.064
3.4028e-05,-3.56,0.064
3.40288e-05,-3.48,0.064
3.4029600000000004e-05,-3.44,0.068
3.40304e-05,-3.52,0.068
3.40312e-05,-3.48,0.064
3.4032e-05,-3.48,0.064
3.4032800000000004e-05,-3.48,0.068
3.40336e-05,-3.52,0.068
3.40344e-05,-3.48,0.064
3.40352e-05,-3.52,0.064
3.4036000000000004e-05,-3.48,0.068
3.40368e-05,-3.56,0.064
3.40376e-05,-3.48,0.068
3.40384e-05,-3.52,0.064
3.4039200000000004e-05,-3.56,0.06
3.404e-05,-3.56,0.064
3.40408e-05,-3.52,0.064
3.40416e-05,-3.56,0.056
3.4042400000000005e-05,-3.52,0.056
3.40432e-05,-3.52,0.056
3.4044e-05,-3.52,0.056
3.40448e-05,-3.56,0.052000000000000005
3.40456e-05,-3.56,0.048
3.40464e-05,-3.56,0.052000000000000005
3.40472e-05,-3.6,0.052000000000000005
3.4048e-05,-3.6,0.048
3.40488e-05,-3.56,0.052000000000000005
3.40496e-05,-3.64,0.052000000000000005
3.40504e-05,-3.6,0.044
3.4051200000000004e-05,-3.56,0.052000000000000005
3.4052e-05,-3.6,0.048
3.40528e-05,-3.56,0.044
3.40536e-05,-3.56,0.044
3.4054400000000004e-05,-3.6,0.048
3.40552e-05,-3.64,0.04
3.4056e-05,-3.64,0.044
3.40568e-05,-3.6,0.04
3.4057600000000004e-05,-3.64,0.048
3.40584e-05,-3.6,0.044
3.40592e-05,-3.6,0.048
3.406e-05,-3.64,0.048
3.4060800000000004e-05,-3.64,0.044
3.40616e-05,-3.56,0.044
3.40624e-05,-3.64,0.052000000000000005
3.40632e-05,-3.64,0.052000000000000005
3.4064000000000005e-05,-3.64,0.048
3.40648e-05,-3.6,0.048
3.40656e-05,-3.64,0.04
3.40664e-05,-3.68,0.048
3.40672e-05,-3.64,0.044
3.4068e-05,-3.64,0.044
3.40688e-05,-3.68,0.048
3.40696e-05,-3.68,0.048
3.40704e-05,-3.68,0.052000000000000005
3.40712e-05,-3.64,0.052000000000000005
3.4072e-05,-3.6,0.052000000000000005
3.4072800000000004e-05,-3.68,0.056
3.40736e-05,-3.64,0.056
3.40744e-05,-3.64,0.052000000000000005
3.40752e-05,-3.64,0.052000000000000005
3.4076000000000004e-05,-3.68,0.052000000000000005
3.40768e-05,-3.68,0.052000000000000005
3.40776e-05,-3.64,0.06
3.40784e-05,-3.72,0.056
3.4079200000000004e-05,-3.72,0.064
3.408e-05,-3.72,0.064
3.40808e-05,-3.72,0.068
3.40816e-05,-3.72,0.07200000000000001
3.4082400000000004e-05,-3.68,0.068
3.40832e-05,-3.68,0.07200000000000001
3.4084e-05,-3.72,0.068
3.40848e-05,-3.72,0.068
3.4085600000000004e-05,-3.72,0.07200000000000001
3.40864e-05,-3.72,0.064
3.40872e-05,-3.68,0.07200000000000001
3.4088e-05,-3.72,0.068
3.40888e-05,-3.7600000000000002,0.068
3.40896e-05,-3.72,0.07200000000000001
3.40904e-05,-3.68,0.07200000000000001
3.40912e-05,-3.68,0.07200000000000001
3.4092e-05,-3.72,0.076
3.40928e-05,-3.72,0.07200000000000001
3.40936e-05,-3.68,0.076
3.4094400000000003e-05,-3.72,0.08
3.40952e-05,-3.72,0.08
3.4096e-05,-3.7600000000000002,0.08
3.40968e-05,-3.72,0.07200000000000001
3.4097600000000004e-05,-3.7600000000000002,0.084
3.40984e-05,-3.68,0.084
3.40992e-05,-3.72,0.084
3.41e-05,-3.7600000000000002,0.08
3.4100800000000004e-05,-3.68,0.084
3.41016e-05,-3.72,0.08
3.41024e-05,-3.72,0.084
3.41032e-05,-3.72,0.084
3.4104000000000004e-05,-3.7600000000000002,0.088
3.41048e-05,-3.7600000000000002,0.084
3.41056e-05,-3.7600000000000002,0.084
3.41064e-05,-3.7600000000000002,0.084
3.4107200000000004e-05,-3.7600000000000002,0.084
3.4108e-05,-3.7600000000000002,0.08
3.41088e-05,-3.7600000000000002,0.076
3.41096e-05,-3.8000000000000003,0.07200000000000001
3.41104e-05,-3.72,0.08
3.41112e-05,-3.7600000000000002,0.07200000000000001
3.4112e-05,-3.8000000000000003,0.07200000000000001
3.41128e-05,-3.7600000000000002,0.07200000000000001
3.41136e-05,-3.72,0.068
3.41144e-05,-3.7600000000000002,0.07200000000000001
3.41152e-05,-3.7600000000000002,0.068
3.4116e-05,-3.7600000000000002,0.064
3.41168e-05,-3.8000000000000003,0.06
3.41176e-05,-3.8000000000000003,0.064
3.41184e-05,-3.7600000000000002,0.056
3.4119200000000004e-05,-3.8000000000000003,0.052000000000000005
3.412e-05,-3.8000000000000003,0.052000000000000005
3.41208e-05,-3.7600000000000002,0.056
3.41216e-05,-3.72,0.048
3.4122400000000004e-05,-3.7600000000000002,0.048
3.41232e-05,-3.84,0.056
3.4124e-05,-3.8000000000000003,0.052000000000000005
3.41248e-05,-3.8000000000000003,0.052000000000000005
3.4125600000000004e-05,-3.84,0.052000000000000005
3.41264e-05,-3.7600000000000002,0.052000000000000005
3.41272e-05,-3.88,0.048
3.4128e-05,-3.8000000000000003,0.052000000000000005
3.4128800000000004e-05,-3.84,0.048
3.41296e-05,-3.8000000000000003,0.048
3.41304e-05,-3.84,0.044
3.41312e-05,-3.8000000000000003,0.048
3.4132000000000005e-05,-3.84,0.052000000000000005
3.41328e-05,-3.84,0.052000000000000005
3.41336e-05,-3.8000000000000003,0.048
3.41344e-05,-3.7600000000000002,0.052000000000000005
3.41352e-05,-3.84,0.044
3.4136e-05,-3.8000000000000003,0.044
3.41368e-05,-3.84,0.048
3.41376e-05,-3.88,0.048
3.41384e-05,-3.88,0.052000000000000005
3.41392e-05,-3.84,0.048
3.414e-05,-3.88,0.048
3.4140800000000004e-05,-3.84,0.052000000000000005
3.41416e-05,-3.88,0.052000000000000005
3.41424e-05,-3.88,0.052000000000000005
3.41432e-05,-3.84,0.052000000000000005
3.4144000000000004e-05,-3.84,0.052000000000000005
3.41448e-05,-3.84,0.052000000000000005
3.41456e-05,-3.88,0.052000000000000005
3.41464e-05,-3.92,0.052000000000000005
3.4147200000000004e-05,-3.88,0.056
3.4148e-05,-3.88,0.052000000000000005
3.41488e-05,-3.88,0.056
3.41496e-05,-3.88,0.06
3.4150400000000004e-05,-3.88,0.056
3.41512e-05,-3.88,0.06
3.4152e-05,-3.88,0.06
3.41528e-05,-3.88,0.052000000000000005
3.4153600000000004e-05,-3.88,0.06
3.41544e-05,-3.92,0.056
3.41552e-05,-3.92,0.056
3.4156e-05,-3.88,0.06
3.41568e-05,-3.92,0.06
3.41576e-05,-3.88,0.06
3.41584e-05,-3.88,0.056
3.41592e-05,-3.96,0.056
3.416e-05,-3.88,0.06
3.41608e-05,-3.92,0.06
3.41616e-05,-3.92,0.06
3.4162400000000003e-05,-3.88,0.06
3.41632e-05,-3.88,0.06
3.4164e-05,-3.88,0.064
3.41648e-05,-3.88,0.064
3.4165600000000004e-05,-3.92,0.06
3.41664e-05,-3.96,0.06
3.41672e-05,-3.92,0.06
3.4168e-05,-3.96,0.06
3.4168800000000004e-05,-3.92,0.064
3.41696e-05,-3.92,0.064
3.41704e-05,-3.96,0.06
3.41712e-05,-3.96,0.068
3.4172000000000004e-05,-3.92,0.064
3.41728e-05,-3.88,0.06
3.41736e-05,-3.92,0.064
3.41744e-05,-3.92,0.06
3.4175200000000004e-05,-3.92,0.06
3.4176e-05,-3.96,0.064
3.41768e-05,-3.96,0.068
3.41776e-05,-3.92,0.064
3.41784e-05,-3.96,0.068
3.41792e-05,-4.0,0.07200000000000001
3.418e-05,-3.92,0.068
3.41808e-05,-3.96,0.07200000000000001
3.41816e-05,-3.96,0.07200000000000001
3.41824e-05,-3.96,0.076
3.41832e-05,-3.96,0.076
3.4184000000000003e-05,-3.96,0.084
3.41848e-05,-3.88,0.08
3.41856e-05,-3.92,0.084
3.41864e-05,-3.96,0.084
3.4187200000000004e-05,-4.04,0.088
3.4188e-05,-4.0,0.088
3.41888e-05,-3.96,0.096
3.41896e-05,-3.96,0.096
3.4190400000000004e-05,-3.96,0.096
3.41912e-05,-3.96,0.1
3.4192e-05,-3.92,0.108
3.41928e-05,-3.96,0.10400000000000001
3.4193600000000004e-05,-3.96,0.108
3.41944e-05,-3.92,0.10400000000000001
3.41952e-05,-3.92,0.108
3.4196e-05,-3.96,0.112
3.4196800000000004e-05,-3.96,0.108
3.41976e-05,-4.0,0.116
3.41984e-05,-3.96,0.116
3.41992e-05,-4.0,0.112
3.4200000000000005e-05,-3.96,0.116
3.42008e-05,-3.96,0.116
3.42016e-05,-3.96,0.116
3.42024e-05,-3.96,0.116
3.42032e-05,-3.96,0.116
3.4204e-05,-3.96,0.112
3.42048e-05,-3.96,0.112
3.42056e-05,-3.96,0.112
3.42064e-05,-4.0,0.10400000000000001
3.42072e-05,-4.04,0.10400000000000001
3.4208e-05,-3.96,0.10400000000000001
3.4208800000000004e-05,-4.04,0.1
3.42096e-05,-4.0,0.096
3.42104e-05,-4.0,0.092
3.42112e-05,-4.04,0.092
3.4212000000000004e-05,-4.0,0.088
3.42128e-05,-4.0,0.088
3.42136e-05,-4.0,0.08
3.42144e-05,-3.96,0.08
3.4215200000000004e-05,-4.0,0.076
3.4216e-05,-4.04,0.07200000000000001
3.42168e-05,-4.0,0.07200000000000001
3.42176e-05,-4.0,0.068
3.4218400000000004e-05,-4.04,0.06
3.42192e-05,-4.0,0.06
3.422e-05,-4.0,0.056
3.42208e-05,-4.0,0.052000000000000005
3.4221600000000005e-05,-4.0,0.052000000000000005
3.42224e-05,-4.04,0.052000000000000005
3.42232e-05,-4.04,0.048
3.4224e-05,-4.0,0.048
3.42248e-05,-4.04,0.044
3.42256e-05,-4.04,0.04
3.42264e-05,-4.04,0.04
3.42272e-05,-4.08,0.04
3.4228e-05,-4.04,0.044
3.42288e-05,-4.08,0.04
3.42296e-05,-4.08,0.04
3.4230400000000003e-05,-4.08,0.04
3.42312e-05,-4.04,0.04
3.4232e-05,-4.04,0.04
3.42328e-05,-4.08,0.048
3.4233600000000004e-05,-4.04,0.048
3.42344e-05,-4.08,0.044
3.42352e-05,-4.08,0.052000000000000005
3.4236e-05,-4.08,0.048
3.4236800000000004e-05,-4.04,0.052000000000000005
3.42376e-05,-4.12,0.052000000000000005
3.42384e-05,-4.04,0.06
3.42392e-05,-4.04,0.056
3.4240000000000004e-05,-4.12,0.06
3.42408e-05,-4.12,0.064
3.42416e-05,-4.08,0.064
3.42424e-05,-4.04,0.064
3.4243200000000004e-05,-4.12,0.07200000000000001
3.4244e-05,-4.08,0.076
3.42448e-05,-4.08,0.076
3.42456e-05,-4.08,0.084
3.42464e-05,-4.08,0.084
3.42472e-05,-4.08,0.076
3.4248e-05,-4.04,0.092
3.42488e-05,-4.08,0.084
3.42496e-05,-4.08,0.088
3.42504e-05,-4.04,0.092
3.42512e-05,-4.04,0.092
3.4252000000000003e-05,-4.08,0.092
3.42528e-05,-4.12,0.096
3.42536e-05,-4.08,0.1
3.42544e-05,-4.04,0.096
3.4255200000000004e-05,-4.08,0.096
3.4256e-05,-4.08,0.096
3.42568e-05,-4.12,0.096
3.42576e-05,-4.04,0.096
3.4258400000000004e-05,-4.12,0.092
3.42592e-05,-4.08,0.092
3.426e-05,-4.08,0.1
3.42608e-05,-4.12,0.096
3.4261600000000004e-05,-4.12,0.096
3.42624e-05,-4.04,0.092
3.42632e-05,-4.08,0.092
3.4264e-05,-4.08,0.092
3.4264800000000004e-05,-4.08,0.084
3.42656e-05,-4.12,0.088
3.42664e-05,-4.12,0.088
3.42672e-05,-4.12,0.084
3.4268000000000005e-05,-4.08,0.084
3.42688e-05,-4.12,0.076
3.42696e-05,-4.08,0.08
3.42704e-05,-4.16,0.084
3.42712e-05,-4.08,0.076
3.4272e-05,-4.12,0.08
3.42728e-05,-4.08,0.08
3.42736e-05,-4.12,0.076
3.42744e-05,-4.08,0.084
3.42752e-05,-4.04,0.076
3.4276e-05,-4.12,0.076
3.4276800000000004e-05,-4.12,0.076
3.42776e-05,-4.12,0.076
3.42784e-05,-4.12,0.08
3.42792e-05,-4.12,0.084
3.4280000000000004e-05,-4.16,0.08
3.42808e-05,-4.16,0.08
3.42816e-05,-4.12,0.08
3.42824e-05,-4.12,0.08
3.4283200000000004e-05,-4.08,0.084
3.4284e-05,-4.12,0.08
3.42848e-05,-4.16,0.076
3.42856e-05,-4.2,0.076
3.4286400000000004e-05,-4.12,0.08
3.42872e-05,-4.16,0.076
3.4288e-05,-4.12,0.076
3.42888e-05,-4.16,0.076
3.4289600000000005e-05,-4.16,0.08
3.42904e-05,-4.16,0.076
3.42912e-05,-4.08,0.076
3.4292e-05,-4.12,0.076
3.42928e-05,-4.16,0.076
3.42936e-05,-4.12,0.076
3.42944e-05,-4.16,0.076
3.42952e-05,-4.16,0.076
3.4296e-05,-4.16,0.076
3.42968e-05,-4.12,0.076
3.42976e-05,-4.16,0.076
3.4298400000000004e-05,-4.16,0.07200000000000001
3.42992e-05,-4.16,0.07200000000000001
3.43e-05,-4.16,0.076
3.43008e-05,-4.16,0.07200000000000001
3.4301600000000004e-05,-4.12,0.07200000000000001
3.43024e-05,-4.08,0.08
3.43032e-05,-4.12,0.07200000000000001
3.4304e-05,-4.08,0.076
3.4304800000000004e-05,-4.12,0.07200000000000001
3.43056e-05,-4.16,0.076
3.43064e-05,-4.16,0.07200000000000001
3.43072e-05,-4.16,0.08
3.4308000000000004e-05,-4.2,0.07200000000000001
3.43088e-05,-4.2,0.076
3.43096e-05,-4.16,0.076
3.43104e-05,-4.2,0.08
3.4311200000000004e-05,-4.16,0.08
3.4312e-05,-4.16,0.08
3.43128e-05,-4.16,0.076
3.43136e-05,-4.16,0.076
3.43144e-05,-4.16,0.08
3.43152e-05,-4.16,0.08
3.4316e-05,-4.2,0.076
3.43168e-05,-4.16,0.076
3.43176e-05,-4.2,0.076
3.43184e-05,-4.16,0.076
3.43192e-05,-4.2,0.076
3.4320000000000003e-05,-4.16,0.076
3.43208e-05,-4.2,0.08
3.43216e-05,-4.2,0.08
3.43224e-05,-4.16,0.08
3.4323200000000004e-05,-4.16,0.084
3.4324e-05,-4.2,0.08
3.43248e-05,-4.2,0.08
3.43256e-05,-4.2,0.084
3.4326400000000004e-05,-4.24,0.088
3.43272e-05,-4.2,0.084
3.4328e-05,-4.2,0.084
3.43288e-05,-4.2,0.092
3.4329600000000004e-05,-4.2,0.092
3.43304e-05,-4.2,0.088
3.43312e-05,-4.2,0.092
3.4332e-05,-4.2,0.092
3.4332800000000004e-05,-4.2,0.088
3.43336e-05,-4.16,0.096
3.43344e-05,-4.16,0.096
3.43352e-05,-4.2,0.096
3.4336e-05,-4.2,0.092
3.43368e-05,-4.2,0.1
3.43376e-05,-4.2,0.1
3.43384e-05,-4.16,0.1
3.43392e-05,-4.2,0.1
3.434e-05,-4.2,0.096
3.43408e-05,-4.24,0.1
3.43416e-05,-4.2,0.1
3.43424e-05,-4.2,0.1
3.43432e-05,-4.24,0.1
3.4344e-05,-4.2,0.1
3.4344800000000004e-05,-4.16,0.1
3.43456e-05,-4.16,0.096
3.43464e-05,-4.16,0.1
3.43472e-05,-4.2,0.096
3.4348000000000004e-05,-4.2,0.1
3.43488e-05,-4.2,0.10400000000000001
3.43496e-05,-4.24,0.1
3.43504e-05,-4.24,0.1
3.4351200000000004e-05,-4.24,0.10400000000000001
3.4352e-05,-4.24,0.1
3.43528e-05,-4.24,0.10400000000000001
3.43536e-05,-4.24,0.10400000000000001
3.4354400000000004e-05,-4.2,0.10400000000000001
3.43552e-05,-4.2,0.10400000000000001
3.4356e-05,-4.2,0.1
3.43568e-05,-4.2,0.1
3.4357600000000005e-05,-4.24,0.10400000000000001
3.43584e-05,-4.2,0.10400000000000001
3.43592e-05,-4.16,0.10400000000000001
3.436e-05,-4.16,0.10400000000000001
3.43608e-05,-4.2,0.108
3.43616e-05,-4.2,0.10400000000000001
3.43624e-05,-4.2,0.112
3.43632e-05,-4.2,0.10400000000000001
3.4364e-05,-4.16,0.10400000000000001
3.43648e-05,-4.2,0.10400000000000001
3.43656e-05,-4.24,0.108
3.4366400000000004e-05,-4.2,0.108
3.43672e-05,-4.16,0.10400000000000001
3.4368e-05,-4.2,0.1
3.43688e-05,-4.2,0.10400000000000001
3.4369600000000004e-05,-4.24,0.108
3.43704e-05,-4.24,0.10400000000000001
3.43712e-05,-4.2,0.10400000000000001
3.4372e-05,-4.2,0.108
