Time,Voltage(CH1),Voltage(CH2)
1.23352e-05,-4.2,0.10400000000000001
1.2336e-05,-4.16,0.1
1.23368e-05,-4.24,0.10400000000000001
1.23376e-05,-4.2,0.10400000000000001
1.23384e-05,-4.2,0.1
1.23392e-05,-4.16,0.1
1.234e-05,-4.12,0.10400000000000001
1.23408e-05,-4.12,0.1
1.23416e-05,-4.16,0.1
1.23424e-05,-4.2,0.096
1.23432e-05,-4.16,0.096
1.2344e-05,-4.16,0.096
1.23448e-05,-4.12,0.092
1.2345600000000001e-05,-4.2,0.092
1.2346400000000001e-05,-4.2,0.096
1.2347200000000001e-05,-4.12,0.096
1.2348000000000001e-05,-4.12,0.096
1.2348800000000001e-05,-4.12,0.096
1.2349600000000001e-05,-4.2,0.092
1.2350400000000001e-05,-4.16,0.092
1.2351200000000001e-05,-4.16,0.092
1.2352e-05,-4.16,0.088
1.23528e-05,-4.2,0.088
1.23536e-05,-4.16,0.088
1.23544e-05,-4.16,0.084
1.23552e-05,-4.16,0.084
1.2356e-05,-4.16,0.088
1.23568e-05,-4.16,0.084
1.23576e-05,-4.2,0.088
1.23584e-05,-4.16,0.084
1.23592e-05,-4.12,0.084
1.236e-05,-4.16,0.084
1.23608e-05,-4.16,0.084
1.23616e-05,-4.16,0.08
1.23624e-05,-4.12,0.084
1.23632e-05,-4.16,0.084
1.2364e-05,-4.16,0.084
1.23648e-05,-4.12,0.084
1.23656e-05,-4.16,0.08
1.23664e-05,-4.16,0.08
1.23672e-05,-4.12,0.08
1.2368e-05,-4.16,0.08
1.2368800000000001e-05,-4.16,0.08
1.2369600000000001e-05,-4.16,0.08
1.2370400000000001e-05,-4.12,0.08
1.2371200000000001e-05,-4.16,0.084
1.2372000000000001e-05,-4.12,0.08
1.2372800000000001e-05,-4.12,0.08
1.2373600000000001e-05,-4.08,0.08
1.23744e-05,-4.16,0.08
1.23752e-05,-4.12,0.076
1.2376e-05,-4.16,0.08
1.23768e-05,-4.08,0.076
1.23776e-05,-4.16,0.076
1.23784e-05,-4.12,0.076
1.23792e-05,-4.12,0.08
1.238e-05,-4.12,0.08
1.23808e-05,-4.16,0.084
1.23816e-05,-4.16,0.08
1.23824e-05,-4.12,0.08
1.23832e-05,-4.12,0.084
1.2384e-05,-4.16,0.084
1.23848e-05,-4.12,0.08
1.23856e-05,-4.12,0.08
1.23864e-05,-4.12,0.084
1.23872e-05,-4.12,0.084
1.2388e-05,-4.12,0.088
1.23888e-05,-4.12,0.088
1.23896e-05,-4.12,0.08
1.23904e-05,-4.12,0.084
1.2391200000000001e-05,-4.08,0.088
1.2392000000000001e-05,-4.12,0.084
1.2392800000000001e-05,-4.12,0.08
1.2393600000000001e-05,-4.12,0.084
1.2394400000000001e-05,-4.08,0.084
1.2395200000000001e-05,-4.04,0.08
1.2396000000000001e-05,-4.12,0.084
1.23968e-05,-4.16,0.08
1.23976e-05,-4.12,0.08
1.23984e-05,-4.08,0.08
1.23992e-05,-4.12,0.084
1.24e-05,-4.08,0.08
1.24008e-05,-4.08,0.084
1.24016e-05,-4.12,0.08
1.24024e-05,-4.08,0.076
1.24032e-05,-4.08,0.08
1.2404e-05,-4.16,0.08
1.24048e-05,-4.12,0.084
1.24056e-05,-4.08,0.076
1.24064e-05,-4.04,0.08
1.24072e-05,-4.08,0.08
1.2408e-05,-4.08,0.076
1.24088e-05,-4.12,0.08
1.24096e-05,-4.08,0.08
1.24104e-05,-4.08,0.076
1.24112e-05,-4.08,0.08
1.2412e-05,-4.08,0.076
1.24128e-05,-4.08,0.076
1.2413600000000001e-05,-4.08,0.08
1.2414400000000001e-05,-4.08,0.08
1.2415200000000001e-05,-4.12,0.076
1.2416000000000001e-05,-4.08,0.076
1.2416800000000001e-05,-4.12,0.076
1.2417600000000001e-05,-4.08,0.076
1.2418400000000001e-05,-4.04,0.08
1.24192e-05,-4.08,0.08
1.242e-05,-4.08,0.07200000000000001
1.24208e-05,-4.08,0.076
1.24216e-05,-4.08,0.076
1.24224e-05,-4.08,0.07200000000000001
1.24232e-05,-4.08,0.076
1.2424e-05,-4.08,0.07200000000000001
1.24248e-05,-4.08,0.076
1.24256e-05,-4.04,0.076
1.24264e-05,-4.08,0.08
1.24272e-05,-4.08,0.076
1.2428e-05,-4.04,0.08
1.24288e-05,-4.08,0.08
1.24296e-05,-4.04,0.076
1.24304e-05,-4.04,0.07200000000000001
1.24312e-05,-4.08,0.076
1.2432e-05,-4.04,0.076
1.24328e-05,-4.08,0.07200000000000001
1.24336e-05,-4.08,0.068
1.24344e-05,-4.04,0.076
1.24352e-05,-4.04,0.068
1.2436000000000001e-05,-4.08,0.076
1.2436800000000001e-05,-4.08,0.08
1.2437600000000001e-05,-4.08,0.08
1.2438400000000001e-05,-4.04,0.076
1.2439200000000001e-05,-4.08,0.07200000000000001
1.2440000000000001e-05,-4.08,0.076
1.2440800000000001e-05,-4.04,0.076
1.2441600000000001e-05,-4.04,0.068
1.24424e-05,-4.04,0.076
1.24432e-05,-4.04,0.07200000000000001
1.2444e-05,-4.08,0.07200000000000001
1.24448e-05,-4.04,0.07200000000000001
1.24456e-05,-4.04,0.08
1.24464e-05,-4.04,0.076
1.24472e-05,-4.04,0.076
1.2448e-05,-4.0,0.076
1.24488e-05,-4.0,0.07200000000000001
1.24496e-05,-4.04,0.07200000000000001
1.24504e-05,-4.0,0.07200000000000001
1.24512e-05,-4.0,0.08
1.2452e-05,-4.0,0.076
1.24528e-05,-4.04,0.076
1.24536e-05,-4.04,0.07200000000000001
1.24544e-05,-4.04,0.07200000000000001
1.24552e-05,-4.0,0.07200000000000001
1.2456e-05,-4.0,0.076
1.24568e-05,-4.04,0.07200000000000001
1.24576e-05,-4.0,0.076
1.2458400000000001e-05,-4.0,0.08
1.2459200000000001e-05,-4.0,0.076
1.2460000000000001e-05,-4.0,0.08
1.2460800000000001e-05,-4.0,0.076
1.2461600000000001e-05,-3.96,0.076
1.2462400000000001e-05,-4.0,0.076
1.2463200000000001e-05,-4.04,0.08
1.2464000000000001e-05,-4.0,0.07200000000000001
1.24648e-05,-4.04,0.076
1.24656e-05,-4.0,0.08
1.24664e-05,-4.04,0.08
1.24672e-05,-4.0,0.08
1.2468e-05,-4.0,0.076
1.24688e-05,-4.0,0.07200000000000001
1.24696e-05,-3.96,0.08
1.24704e-05,-4.04,0.08
1.24712e-05,-4.0,0.076
1.2472e-05,-3.96,0.08
1.24728e-05,-4.0,0.076
1.24736e-05,-3.96,0.076
1.24744e-05,-4.0,0.07200000000000001
1.24752e-05,-4.0,0.07200000000000001
1.2476e-05,-4.0,0.076
1.24768e-05,-4.0,0.07200000000000001
1.24776e-05,-3.96,0.07200000000000001
1.24784e-05,-3.96,0.07200000000000001
1.24792e-05,-3.92,0.07200000000000001
1.248e-05,-3.96,0.076
1.2480800000000001e-05,-3.96,0.076
1.2481600000000001e-05,-4.0,0.07200000000000001
1.2482400000000001e-05,-4.0,0.068
1.2483200000000001e-05,-3.96,0.068
1.2484000000000001e-05,-3.96,0.068
1.2484800000000001e-05,-4.0,0.068
1.2485600000000001e-05,-3.92,0.064
1.2486400000000001e-05,-3.96,0.068
1.24872e-05,-3.96,0.068
1.2488e-05,-4.0,0.068
1.24888e-05,-3.92,0.068
1.24896e-05,-3.92,0.068
1.24904e-05,-3.96,0.064
1.24912e-05,-3.96,0.07200000000000001
1.2492e-05,-3.92,0.064
1.24928e-05,-3.96,0.068
1.24936e-05,-3.92,0.068
1.24944e-05,-3.92,0.064
1.24952e-05,-3.92,0.064
1.2496e-05,-3.88,0.064
1.24968e-05,-3.92,0.07200000000000001
1.24976e-05,-3.92,0.068
1.24984e-05,-3.92,0.068
1.24992e-05,-3.92,0.068
1.25e-05,-3.92,0.068
1.25008e-05,-3.88,0.068
1.25016e-05,-3.96,0.064
1.25024e-05,-3.88,0.064
1.25032e-05,-3.88,0.064
1.2504000000000001e-05,-3.92,0.056
1.2504800000000001e-05,-3.88,0.064
1.2505600000000001e-05,-3.92,0.064
1.2506400000000001e-05,-3.96,0.068
1.2507200000000001e-05,-3.88,0.068
1.2508000000000001e-05,-3.96,0.068
1.2508800000000001e-05,-3.92,0.068
1.25096e-05,-3.88,0.064
1.25104e-05,-3.92,0.068
1.25112e-05,-3.92,0.068
1.2512e-05,-3.88,0.068
1.25128e-05,-3.92,0.064
1.25136e-05,-3.92,0.068
1.25144e-05,-3.88,0.064
1.25152e-05,-3.88,0.064
1.2516e-05,-3.92,0.07200000000000001
1.25168e-05,-3.92,0.064
1.25176e-05,-3.88,0.064
1.25184e-05,-3.88,0.064
1.25192e-05,-3.88,0.068
1.252e-05,-3.88,0.068
1.25208e-05,-3.88,0.068
1.25216e-05,-3.88,0.064
1.25224e-05,-3.88,0.068
1.25232e-05,-3.88,0.064
1.2524e-05,-3.88,0.064
1.25248e-05,-3.88,0.06
1.25256e-05,-3.88,0.064
1.2526400000000001e-05,-3.88,0.06
1.2527200000000001e-05,-3.88,0.06
1.2528000000000001e-05,-3.88,0.064
1.2528800000000001e-05,-3.88,0.06
1.2529600000000001e-05,-3.84,0.06
1.2530400000000001e-05,-3.88,0.06
1.2531200000000001e-05,-3.84,0.064
1.2532e-05,-3.8000000000000003,0.06
1.25328e-05,-3.84,0.06
1.25336e-05,-3.88,0.06
1.25344e-05,-3.88,0.06
1.25352e-05,-3.84,0.056
1.2536e-05,-3.88,0.056
1.25368e-05,-3.84,0.056
1.25376e-05,-3.88,0.06
1.25384e-05,-3.84,0.056
1.25392e-05,-3.84,0.06
1.254e-05,-3.84,0.06
1.25408e-05,-3.84,0.056
1.25416e-05,-3.8000000000000003,0.056
1.25424e-05,-3.84,0.052000000000000005
1.25432e-05,-3.8000000000000003,0.056
1.2544e-05,-3.88,0.056
1.25448e-05,-3.88,0.052000000000000005
1.25456e-05,-3.84,0.056
1.25464e-05,-3.84,0.06
1.25472e-05,-3.84,0.056
1.2548e-05,-3.84,0.052000000000000005
1.2548800000000001e-05,-3.8000000000000003,0.056
1.2549600000000001e-05,-3.7600000000000002,0.056
1.2550400000000001e-05,-3.8000000000000003,0.056
1.2551200000000001e-05,-3.8000000000000003,0.052000000000000005
1.2552000000000001e-05,-3.7600000000000002,0.056
1.2552800000000001e-05,-3.7600000000000002,0.056
1.2553600000000001e-05,-3.7600000000000002,0.052000000000000005
1.2554400000000001e-05,-3.84,0.052000000000000005
1.25552e-05,-3.8000000000000003,0.048
1.2556e-05,-3.8000000000000003,0.052000000000000005
1.25568e-05,-3.8000000000000003,0.052000000000000005
1.25576e-05,-3.84,0.052000000000000005
1.25584e-05,-3.8000000000000003,0.052000000000000005
1.25592e-05,-3.7600000000000002,0.052000000000000005
1.256e-05,-3.8000000000000003,0.052000000000000005
1.25608e-05,-3.7600000000000002,0.052000000000000005
1.25616e-05,-3.8000000000000003,0.048
1.25624e-05,-3.7600000000000002,0.052000000000000005
1.25632e-05,-3.8000000000000003,0.052000000000000005
1.2564e-05,-3.7600000000000002,0.048
1.25648e-05,-3.8000000000000003,0.052000000000000005
1.25656e-05,-3.7600000000000002,0.052000000000000005
1.25664e-05,-3.7600000000000002,0.052000000000000005
1.25672e-05,-3.7600000000000002,0.052000000000000005
1.2568e-05,-3.7600000000000002,0.052000000000000005
1.25688e-05,-3.7600000000000002,0.048
1.25696e-05,-3.7600000000000002,0.052000000000000005
1.25704e-05,-3.7600000000000002,0.052000000000000005
1.2571200000000001e-05,-3.7600000000000002,0.052000000000000005
1.2572000000000001e-05,-3.7600000000000002,0.052000000000000005
1.2572800000000001e-05,-3.8000000000000003,0.052000000000000005
1.2573600000000001e-05,-3.7600000000000002,0.048
1.2574400000000001e-05,-3.7600000000000002,0.052000000000000005
1.2575200000000001e-05,-3.72,0.048
1.2576000000000001e-05,-3.7600000000000002,0.052000000000000005
1.2576800000000001e-05,-3.72,0.052000000000000005
1.25776e-05,-3.7600000000000002,0.048
1.25784e-05,-3.72,0.052000000000000005
1.25792e-05,-3.72,0.052000000000000005
1.258e-05,-3.7600000000000002,0.052000000000000005
1.25808e-05,-3.72,0.052000000000000005
1.25816e-05,-3.72,0.052000000000000005
1.25824e-05,-3.7600000000000002,0.052000000000000005
1.25832e-05,-3.7600000000000002,0.052000000000000005
1.2584e-05,-3.72,0.048
1.25848e-05,-3.7600000000000002,0.048
1.25856e-05,-3.72,0.044
1.25864e-05,-3.7600000000000002,0.052000000000000005
1.25872e-05,-3.72,0.052000000000000005
1.2588e-05,-3.68,0.052000000000000005
1.25888e-05,-3.68,0.052000000000000005
1.25896e-05,-3.64,0.052000000000000005
1.25904e-05,-3.68,0.048
1.25912e-05,-3.72,0.048
1.2592e-05,-3.72,0.048
1.25928e-05,-3.72,0.052000000000000005
1.2593600000000001e-05,-3.72,0.044
1.2594400000000001e-05,-3.72,0.048
1.2595200000000001e-05,-3.68,0.048
1.2596000000000001e-05,-3.72,0.048
1.2596800000000001e-05,-3.68,0.044
1.2597600000000001e-05,-3.68,0.048
1.2598400000000001e-05,-3.72,0.044
1.2599200000000001e-05,-3.68,0.044
1.26e-05,-3.64,0.044
1.26008e-05,-3.68,0.044
1.26016e-05,-3.68,0.044
1.26024e-05,-3.68,0.048
1.26032e-05,-3.68,0.052000000000000005
1.2604e-05,-3.68,0.044
1.26048e-05,-3.72,0.044
1.26056e-05,-3.68,0.04
1.26064e-05,-3.64,0.044
1.26072e-05,-3.64,0.04
1.2608e-05,-3.64,0.04
1.26088e-05,-3.72,0.04
1.26096e-05,-3.64,0.04
1.26104e-05,-3.68,0.04
1.26112e-05,-3.64,0.04
1.2612e-05,-3.68,0.04
1.26128e-05,-3.68,0.04
1.26136e-05,-3.64,0.044
1.26144e-05,-3.64,0.04
1.26152e-05,-3.68,0.04
1.2616e-05,-3.68,0.04
1.2616800000000001e-05,-3.64,0.04
1.2617600000000001e-05,-3.64,0.04
1.2618400000000001e-05,-3.64,0.04
1.2619200000000001e-05,-3.64,0.04
1.2620000000000001e-05,-3.64,0.044
1.2620800000000001e-05,-3.64,0.04
1.2621600000000001e-05,-3.64,0.04
1.26224e-05,-3.64,0.036000000000000004
1.26232e-05,-3.64,0.04
1.2624e-05,-3.64,0.04
1.26248e-05,-3.68,0.036000000000000004
1.26256e-05,-3.6,0.04
1.26264e-05,-3.64,0.044
1.26272e-05,-3.64,0.04
1.2628e-05,-3.6,0.04
1.26288e-05,-3.56,0.04
1.26296e-05,-3.6,0.04
1.26304e-05,-3.56,0.04
1.26312e-05,-3.64,0.036000000000000004
1.2632e-05,-3.6,0.04
1.26328e-05,-3.6,0.04
1.26336e-05,-3.6,0.04
1.26344e-05,-3.6,0.04
1.26352e-05,-3.52,0.04
1.2636e-05,-3.56,0.04
1.26368e-05,-3.56,0.04
1.26376e-05,-3.6,0.04
1.26384e-05,-3.56,0.036000000000000004
1.2639200000000001e-05,-3.52,0.04
1.2640000000000001e-05,-3.56,0.04
1.2640800000000001e-05,-3.56,0.044
1.2641600000000001e-05,-3.56,0.04
1.2642400000000001e-05,-3.56,0.04
1.2643200000000001e-05,-3.56,0.044
1.2644000000000001e-05,-3.56,0.044
1.26448e-05,-3.56,0.044
1.26456e-05,-3.56,0.04
1.26464e-05,-3.52,0.044
1.26472e-05,-3.56,0.044
1.2648e-05,-3.56,0.044
1.26488e-05,-3.56,0.04
1.26496e-05,-3.52,0.044
1.26504e-05,-3.52,0.044
1.26512e-05,-3.52,0.04
1.2652e-05,-3.56,0.04
1.26528e-05,-3.52,0.044
1.26536e-05,-3.52,0.04
1.26544e-05,-3.48,0.04
1.26552e-05,-3.52,0.04
1.2656e-05,-3.48,0.04
1.26568e-05,-3.48,0.044
1.26576e-05,-3.52,0.04
1.26584e-05,-3.48,0.044
1.26592e-05,-3.52,0.04
1.266e-05,-3.52,0.04
1.26608e-05,-3.48,0.044
1.2661600000000001e-05,-3.52,0.04
1.2662400000000001e-05,-3.52,0.04
1.2663200000000001e-05,-3.48,0.044
1.2664000000000001e-05,-3.48,0.04
1.2664800000000001e-05,-3.52,0.044
1.2665600000000001e-05,-3.52,0.044
1.2666400000000001e-05,-3.48,0.044
1.2667200000000001e-05,-3.52,0.04
1.2668e-05,-3.52,0.04
1.26688e-05,-3.44,0.04
1.26696e-05,-3.48,0.04
1.26704e-05,-3.48,0.04
1.26712e-05,-3.44,0.036000000000000004
1.2672e-05,-3.44,0.04
1.26728e-05,-3.44,0.036000000000000004
1.26736e-05,-3.48,0.032
1.26744e-05,-3.48,0.036000000000000004
1.26752e-05,-3.48,0.036000000000000004
1.2676e-05,-3.44,0.04
1.26768e-05,-3.44,0.04
1.26776e-05,-3.48,0.04
1.26784e-05,-3.44,0.04
1.26792e-05,-3.44,0.04
1.268e-05,-3.4,0.04
1.26808e-05,-3.44,0.036000000000000004
1.26816e-05,-3.44,0.044
1.26824e-05,-3.4,0.04
1.26832e-05,-3.4,0.036000000000000004
1.2684000000000001e-05,-3.36,0.036000000000000004
1.2684800000000001e-05,-3.4,0.036000000000000004
1.2685600000000001e-05,-3.4,0.036000000000000004
1.2686400000000001e-05,-3.36,0.036000000000000004
1.2687200000000001e-05,-3.4,0.04
1.2688000000000001e-05,-3.44,0.036000000000000004
1.2688800000000001e-05,-3.36,0.036000000000000004
1.2689600000000001e-05,-3.4,0.04
1.26904e-05,-3.4,0.04
1.26912e-05,-3.4,0.04
1.2692e-05,-3.36,0.036000000000000004
1.26928e-05,-3.4,0.04
1.26936e-05,-3.4,0.032
1.26944e-05,-3.44,0.036000000000000004
1.26952e-05,-3.36,0.04
1.2696e-05,-3.4,0.036000000000000004
1.26968e-05,-3.4,0.036000000000000004
1.26976e-05,-3.4,0.04
1.26984e-05,-3.36,0.044
1.26992e-05,-3.36,0.04
1.27e-05,-3.4,0.044
1.27008e-05,-3.3200000000000003,0.044
1.27016e-05,-3.2800000000000002,0.036000000000000004
1.27024e-05,-3.36,0.04
1.27032e-05,-3.3200000000000003,0.04
1.2704e-05,-3.3200000000000003,0.044
1.27048e-05,-3.3200000000000003,0.04
1.27056e-05,-3.36,0.044
1.2706400000000001e-05,-3.36,0.044
1.2707200000000001e-05,-3.36,0.04
1.2708000000000001e-05,-3.36,0.04
1.2708800000000001e-05,-3.3200000000000003,0.04
1.2709600000000001e-05,-3.3200000000000003,0.04
1.2710400000000001e-05,-3.3200000000000003,0.04
1.2711200000000001e-05,-3.36,0.04
1.2712000000000001e-05,-3.3200000000000003,0.04
1.27128e-05,-3.3200000000000003,0.04
1.27136e-05,-3.3200000000000003,0.04
1.27144e-05,-3.2800000000000002,0.036000000000000004
1.27152e-05,-3.3200000000000003,0.04
1.2716e-05,-3.3200000000000003,0.04
1.27168e-05,-3.3200000000000003,0.04
1.27176e-05,-3.3200000000000003,0.04
1.27184e-05,-3.2800000000000002,0.044
1.27192e-05,-3.24,0.04
1.272e-05,-3.24,0.04
1.27208e-05,-3.2800000000000002,0.04
1.27216e-05,-3.3200000000000003,0.04
1.27224e-05,-3.2800000000000002,0.044
1.27232e-05,-3.2800000000000002,0.036000000000000004
1.2724e-05,-3.24,0.04
1.27248e-05,-3.2800000000000002,0.04
1.27256e-05,-3.24,0.044
1.27264e-05,-3.2800000000000002,0.044
1.27272e-05,-3.2800000000000002,0.04
1.2728e-05,-3.24,0.04
1.2728800000000001e-05,-3.2800000000000002,0.04
1.2729600000000001e-05,-3.24,0.04
1.2730400000000001e-05,-3.2,0.04
1.2731200000000001e-05,-3.24,0.04
1.2732000000000001e-05,-3.2,0.036000000000000004
1.2732800000000001e-05,-3.2,0.036000000000000004
1.2733600000000001e-05,-3.2,0.036000000000000004
1.2734400000000001e-05,-3.2,0.036000000000000004
1.27352e-05,-3.24,0.04
1.2736e-05,-3.24,0.036000000000000004
1.27368e-05,-3.2,0.04
1.27376e-05,-3.2,0.04
1.27384e-05,-3.12,0.044
1.27392e-05,-3.16,0.04
1.274e-05,-3.2,0.04
1.27408e-05,-3.16,0.036000000000000004
1.27416e-05,-3.24,0.036000000000000004
1.27424e-05,-3.16,0.036000000000000004
1.27432e-05,-3.16,0.036000000000000004
1.2744e-05,-3.16,0.032
1.27448e-05,-3.16,0.036000000000000004
1.27456e-05,-3.2,0.04
1.27464e-05,-3.12,0.04
1.27472e-05,-3.2,0.036000000000000004
1.2748e-05,-3.16,0.036000000000000004
1.27488e-05,-3.16,0.036000000000000004
1.27496e-05,-3.12,0.036000000000000004
1.27504e-05,-3.16,0.036000000000000004
1.27512e-05,-3.16,0.036000000000000004
1.2752000000000001e-05,-3.12,0.032
1.2752800000000001e-05,-3.16,0.032
1.2753600000000001e-05,-3.16,0.032
1.2754400000000001e-05,-3.16,0.032
1.2755200000000001e-05,-3.16,0.032
1.2756000000000001e-05,-3.2,0.036000000000000004
1.2756800000000001e-05,-3.12,0.036000000000000004
1.27576e-05,-3.12,0.028
1.27584e-05,-3.08,0.032
1.27592e-05,-3.12,0.036000000000000004
1.276e-05,-3.12,0.036000000000000004
1.27608e-05,-3.08,0.032
1.27616e-05,-3.12,0.036000000000000004
1.27624e-05,-3.12,0.036000000000000004
1.27632e-05,-3.08,0.032
1.2764e-05,-3.12,0.028
1.27648e-05,-3.12,0.032
1.27656e-05,-3.12,0.028
1.27664e-05,-3.12,0.028
1.27672e-05,-3.12,0.032
1.2768e-05,-3.08,0.028
1.27688e-05,-3.04,0.032
1.27696e-05,-3.12,0.032
1.27704e-05,-3.12,0.032
1.27712e-05,-3.04,0.032
1.2772e-05,-3.08,0.036000000000000004
1.27728e-05,-3.12,0.032
1.27736e-05,-3.04,0.032
1.2774400000000001e-05,-3.08,0.036000000000000004
1.2775200000000001e-05,-3.08,0.036000000000000004
1.2776000000000001e-05,-3.04,0.032
1.2776800000000001e-05,-3.04,0.028
1.2777600000000001e-05,-3.04,0.036000000000000004
1.2778400000000001e-05,-3.0,0.036000000000000004
1.2779200000000001e-05,-3.0,0.032
1.2780000000000001e-05,-3.04,0.032
1.27808e-05,-3.04,0.032
1.27816e-05,-3.04,0.032
1.27824e-05,-3.04,0.032
1.27832e-05,-3.04,0.032
1.2784e-05,-3.0,0.032
1.27848e-05,-3.0,0.032
1.27856e-05,-3.0,0.032
1.27864e-05,-3.0,0.028
1.27872e-05,-3.04,0.028
1.2788e-05,-3.04,0.028
1.27888e-05,-3.0,0.032
1.27896e-05,-3.0,0.032
1.27904e-05,-3.0,0.032
1.27912e-05,-2.96,0.028
1.2792e-05,-3.04,0.028
1.27928e-05,-3.04,0.028
1.27936e-05,-3.04,0.028
1.27944e-05,-3.0,0.024
1.27952e-05,-3.0,0.032
1.2796e-05,-3.0,0.028
1.2796800000000001e-05,-3.0,0.032
1.2797600000000001e-05,-2.96,0.028
1.2798400000000001e-05,-2.92,0.032
1.2799200000000001e-05,-2.96,0.032
1.2800000000000001e-05,-2.96,0.028
1.2800800000000001e-05,-2.92,0.028
1.2801600000000001e-05,-2.92,0.028
1.2802400000000001e-05,-2.88,0.028
1.28032e-05,-2.92,0.024
1.2804e-05,-2.96,0.024
1.28048e-05,-2.96,0.024
1.28056e-05,-2.96,0.028
1.28064e-05,-2.96,0.024
1.28072e-05,-2.96,0.028
1.2808e-05,-2.96,0.028
1.28088e-05,-2.92,0.024
1.28096e-05,-2.88,0.024
1.28104e-05,-2.88,0.024
1.28112e-05,-2.92,0.024
1.2812e-05,-2.88,0.024
1.28128e-05,-2.96,0.024
1.28136e-05,-2.88,0.02
1.28144e-05,-2.88,0.024
1.28152e-05,-2.88,0.024
1.2816e-05,-2.88,0.024
1.28168e-05,-2.92,0.024
1.28176e-05,-2.92,0.024
1.28184e-05,-2.84,0.028
1.2819200000000001e-05,-2.84,0.024
1.2820000000000001e-05,-2.84,0.02
1.2820800000000001e-05,-2.84,0.024
1.2821600000000001e-05,-2.84,0.02
1.2822400000000001e-05,-2.88,0.024
1.2823200000000001e-05,-2.84,0.02
1.2824000000000001e-05,-2.84,0.02
1.2824800000000001e-05,-2.88,0.016
1.28256e-05,-2.84,0.02
1.28264e-05,-2.88,0.024
1.28272e-05,-2.84,0.02
1.2828e-05,-2.84,0.024
1.28288e-05,-2.84,0.024
1.28296e-05,-2.8000000000000003,0.024
1.28304e-05,-2.8000000000000003,0.024
1.28312e-05,-2.8000000000000003,0.024
1.2832e-05,-2.84,0.024
1.28328e-05,-2.8000000000000003,0.02
1.28336e-05,-2.8000000000000003,0.02
1.28344e-05,-2.84,0.02
1.28352e-05,-2.84,0.024
1.2836e-05,-2.8000000000000003,0.02
1.28368e-05,-2.8000000000000003,0.02
1.28376e-05,-2.8000000000000003,0.02
1.28384e-05,-2.8000000000000003,0.02
1.28392e-05,-2.7600000000000002,0.024
1.284e-05,-2.7600000000000002,0.024
1.28408e-05,-2.8000000000000003,0.02
1.2841600000000001e-05,-2.7600000000000002,0.024
1.2842400000000001e-05,-2.7600000000000002,0.024
1.2843200000000001e-05,-2.72,0.02
1.2844000000000001e-05,-2.8000000000000003,0.02
1.2844800000000001e-05,-2.8000000000000003,0.024
1.2845600000000001e-05,-2.7600000000000002,0.02
1.2846400000000001e-05,-2.7600000000000002,0.02
1.2847200000000001e-05,-2.72,0.024
1.2848e-05,-2.72,0.02
1.28488e-05,-2.72,0.024
1.28496e-05,-2.72,0.024
1.28504e-05,-2.72,0.02
1.28512e-05,-2.7600000000000002,0.02
1.2852e-05,-2.72,0.016
1.28528e-05,-2.72,0.02
1.28536e-05,-2.7600000000000002,0.02
1.28544e-05,-2.72,0.02
1.28552e-05,-2.72,0.02
1.2856e-05,-2.72,0.02
1.28568e-05,-2.72,0.02
1.28576e-05,-2.72,0.024
1.28584e-05,-2.72,0.02
1.28592e-05,-2.72,0.02
1.286e-05,-2.68,0.016
1.28608e-05,-2.64,0.02
1.28616e-05,-2.72,0.02
1.28624e-05,-2.68,0.02
1.28632e-05,-2.68,0.016
1.2864e-05,-2.72,0.02
1.2864800000000001e-05,-2.72,0.02
1.2865600000000001e-05,-2.64,0.02
1.2866400000000001e-05,-2.68,0.02
1.2867200000000001e-05,-2.68,0.02
1.2868000000000001e-05,-2.68,0.024
1.2868800000000001e-05,-2.64,0.016
1.2869600000000001e-05,-2.68,0.02
1.28704e-05,-2.68,0.016
1.28712e-05,-2.68,0.016
1.2872e-05,-2.64,0.016
1.28728e-05,-2.68,0.016
1.28736e-05,-2.68,0.02
1.28744e-05,-2.6,0.02
1.28752e-05,-2.64,0.02
1.2876e-05,-2.68,0.016
1.28768e-05,-2.64,0.016
1.28776e-05,-2.6,0.016
1.28784e-05,-2.6,0.016
1.28792e-05,-2.6,0.016
1.288e-05,-2.6,0.02
1.28808e-05,-2.64,0.02
1.28816e-05,-2.6,0.016
1.28824e-05,-2.6,0.016
1.28832e-05,-2.56,0.016
1.2884e-05,-2.6,0.02
1.28848e-05,-2.6,0.016
1.28856e-05,-2.6,0.02
1.28864e-05,-2.6,0.016
1.2887200000000001e-05,-2.6,0.02
1.2888000000000001e-05,-2.6,0.02
1.2888800000000001e-05,-2.56,0.016
1.2889600000000001e-05,-2.6,0.02
1.2890400000000001e-05,-2.56,0.02
1.2891200000000001e-05,-2.52,0.02
1.2892000000000001e-05,-2.52,0.02
1.2892800000000001e-05,-2.6,0.016
1.28936e-05,-2.56,0.02
1.28944e-05,-2.56,0.02
1.28952e-05,-2.56,0.02
1.2896e-05,-2.56,0.02
1.28968e-05,-2.52,0.02
1.28976e-05,-2.56,0.02
1.28984e-05,-2.52,0.016
1.28992e-05,-2.52,0.016
1.29e-05,-2.56,0.02
1.29008e-05,-2.52,0.02
1.29016e-05,-2.52,0.016
1.29024e-05,-2.52,0.024
1.29032e-05,-2.52,0.02
1.2904e-05,-2.52,0.012
1.29048e-05,-2.48,0.016
1.29056e-05,-2.48,0.016
1.29064e-05,-2.48,0.016
1.29072e-05,-2.48,0.02
